,igsn,traintext,iSampleMaterial
6914,ODP01BI2Q,"ODP | SubSection 119-738B-4H-4-1C (0-150 cm.) | Core Sub-Piece | Core | ODP Leg 119 | platform: Ship, Joides Resolution",11
16240,ODP02XYYW,"ODP | Sample 199-1218C-12X-5 (15-17 cm.) | Individual Sample | Janus sample_id: 1497155 | ODP Leg 199 | platform: Ship, Joides Resolution",11
8284,ODP02AEDU,"ODP | Sample 152-919B-4H-3 (145-150 cm.) | Individual Sample | ADDED IN MIGRATION;  Janus sample_id: 193756 | ODP Leg 152 | platform: Ship, Joides Resolution",11
18909,ODP02LR8W,"ODP | Sample 172-1059A-11H-3 (81-83 cm.) | Individual Sample | Janus sample_id: 1289100 | ODP Leg 172 | platform: Ship, Joides Resolution",11
2425,EOI0000F3,EOI | J968-GTHFS-06 | | SAMPLE: GTHFS J968-GTHFS-06 Fired at same location as HFS samples at chimney sample hole. Blue-orange GTHFS sample Temp=317.5. | volcano | Axial Seamount | Prosecco | RR1712 | launch: Jason II_ 2,2
1836,NEON02YYF,NEO | FSH.BIGC.01.20190422.3.0010 [ 760076 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Individual fish identified as a target taxon and collected as a voucher specimen | Salmo trutta Linnaeus_ 1758,7
17816,ODP02UUHA,"ODP | Sample 189-1172A-18H-1 (59-60 cm.) | Individual Sample | Janus sample_id: 1380319 | ODP Leg 189 | platform: Ship, Joides Resolution",11
16075,ODP02XRT8,"ODP | Sample 199-1222A-7H-5 (5-5 cm.) | Individual Sample | Janus sample_id: 10005358 | ODP Leg 199 | platform: Ship, Joides Resolution",11
17288,ODP02RKSN,"ODP | Sample 182-1132B-9H-6 (45-47 cm.) | Individual Sample | Janus sample_id: 1338814 | ODP Leg 182 | platform: Ship, Joides Resolution",11
14096,ODP02S3P3,"ODP | Sample 184-1143A-37X-5 (35-37 cm.) | Individual Sample | Janus sample_id: 1416760 | ODP Leg 184 | platform: Ship, Joides Resolution",11
7682,ARF000KB5,ARF | NBP15-02A 034 KC 0010-0020 cm_Bag | Other | 456 | g | Ross Sea_ Antarctica | NBP15-02A | platform: Ship_ R/V Nathaniel B. Palmer,12
3463,NEON00BB2,NEO | NEON.BET.D14.001177 [ 323305 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Individual Carabid identified and pinned | Tetragonoderus pallidus G.Horn_ 1869,7
8182,IEBEG16BF,IEBEG | R30562 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 279-4507 Ft. | Oil or gas exploration,10
2680,NEON00791,NEO | STEI_009.20150812.PTENOV.01 [ 259747 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Subsample of Carabid adults collected and sent to archive facility | PTENOV Straneo_ 1944,7
9647,IE22300XQ,IE223 | KN223_S15_LC2_S16_10 | Core Section | sediment | KN223 | platform: Ship_ R/V Knorr | dissolved oxygen measurement,12
4574,NHB0065NJ,NMNH 115013-14 (PET) | | Rock>Metamorphic | Ocean | Atlantic Ocean | Locality Key: Mid-Atlantic Ridge_ Romanche Trench | Hornblende granulite with hornblende | platform: Ship_ Atlantis II,10
1890,NEON00WWS,NEO | BART_018.20170726.PLECIN.01 [ 262181 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Subsample of herptiles collected as bycatch and sent to archive facility | Plethodon cinereus (Green_ 1818),7
17134,ODP028Z5D,"ODP | Sample 149-897C-15R-3 (14-15 cm.) | Individual Sample | Janus sample_id: 863599 | ODP Leg 149 | platform: Ship, Joides Resolution",11
13833,ODP020WUF,"ODP | Sample 124-777B-2H-2 (58-60 cm.) | Individual Sample | GER 1;  Janus sample_id: 371007 | ODP Leg 124 | platform: Ship, Joides Resolution",11
1688,IEDVP001O,IEDVP | RAIN/071619/NA | Other | Rain water | DEVPRAYAG FIELD WORK | Water quality measurement,3
5252,ODP01JLNS,"ODP | Section Half 171-1051B-23X-5-A | Core Section Half | ODP Leg 171 | platform: Ship, Joides Resolution",11
5351,IEKN223SQ112,IEKN2 | KN223_S10_LC1_S05_70_80_IWSQ | Liquid | | collection: Long Piston Core. Sqeezer extracted sediment porewater | depth 70-80 cm bct |  Abyssal Hill Province | KN223,3
10842,ODP012H1J,"ODP | SubSection 21-210*-48R-2-1C (0-150 cm.) | Core Sub-Piece | Core | DSDP Leg 21 | platform: Ship, Glomar Challenger",11
9511,ODP01SPUI,"ODP | Sample 105-645B-14X-3 (102-103 cm.) | Individual Sample | Janus sample_id: 516016 | ODP Leg 105 | platform: Ship, Joides Resolution",11
5225,IEDUT104O,IEDUT | CUR-13-13 | Specimen | | Mineral>Coral | Corraline algae. | Reef | Internal site designation 'Site 22B' | Northeast Curieuse | Dutton Seychelles 2013 | Paleo-Sea Level,1
20027,CNRS0000007202,CNR | SAMUDRA-DR2 | Dredge | Wharton fossil ridge | Hellas seamount | altered basalts and limestones | SAMUDRA2,10
7803,ODP0284XF,"ODP | Sample 145-887C-4H-2 (49-51 cm.) | Individual Sample | Janus sample_id: 766961 | ODP Leg 145 | platform: Ship, Joides Resolution",11
454,NHB003QBX,NMNH 20479 (PET) | | The bounding box given here was based on a map of the Fortieth Parallel Survey from Kathryn McKay's web page about geologic surveys of the west (http://faculty.weber.edu/kmackay/four_great_surveys_of_the_west.htm). Coordinates are approximate and delineate a very large area. | Unidentified | 40th Parallel Survey,4
17869,NHB0087DO,NHB | NMNH 118341-12 (PET) | | Port Campbell tektite area | Soil,13
18263,ARF00011I,ARF | DF85-093 PC _ Sample | Core Half Round | 65 | cm | DF85,12
12931,ODP02PZQA,"ODP | Sample 178-1095B-39X-5 (109-111.5 cm.) | Individual Sample | p-mag cube;  Janus sample_id: 208334 | ODP Leg 178 | platform: Ship, Joides Resolution",10
3852,NEON031M2,NEO | NEON.BET.D01.003144 [ 780792 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Individual Carabid identified and pinned | Cymindis cribricollis Dejean_ 1831,7
182,IENPL002L,IENPL | NPL00073821.017 | | collection: grab. collected from rock exposure | Biology>Calcite | skeletal powder from a Triassic coral_ Distichomeandra sp. Some Aragonite still present. | T4 in Tornabene 2016 thesis | outcrop | 600m NW of SÃ¶gÃ¼tcÃ¼k along Antalya-Korkuteli road | Antalya-Korkuteli road_ 600m NW of SÃ¶gÃ¼tcÃ¼k | skeletal powder of coral | isotope analysis,1
5248,NEON03ZG3,"NEO | NEON.BET.D16.000499 [ 822727 ] | Specimen | Individual Sample | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Sample taken from a Carabid leg for genetic barcoding | Cychrus tuberculatus T.W.Harris, 1839",7
11135,ODP02NBZO,"ODP | Sample 175-1082A-4H-7 (53-55 cm.) | Individual Sample | Janus sample_id: 82898 | ODP Leg 175 | platform: Ship, Joides Resolution",11
14104,ODP01DKKX,"ODP | Section Half 133-811C-5H-8-W | Core Section Half | ODP Leg 133 | platform: Ship, Joides Resolution",11
10609,NHB00800T,NHB | NMNH 118309-89 (PET) | | Rock>Igneous | Sierra Nevada Batholith | Pinned on collector's map | Granodiorite,10
19491,ODP032D9J,"ODP | Sample 208-1262B-22H-1 (80-80 cm.) | Individual Sample | toothpicks across K/T;  Janus sample_id: 1537875 | ODP Leg 208 | platform: Ship, Joides Resolution",12
99,IEDUT10GN,IEDUT | XC714-HS_XRD | Powder | | collection: Manual. Sampled from parent with hand-drill_ sonicated for 1 minute in DI water and ethanol_ and then hand-powdered with ethanol in an agate mortar | 1 | g | Mineral>Coral | Reef | Lower reef tract | XC7 Caracol | Xcaret | On the property of Xcaret_ a nature theme park; see location description | Orbicella annularis | Paleosea-level; X-Ray Diffraction (XRD) analysis,1
11654,BSU0006R6,BSU | R1607-80.4->500 | | Rock>Igneous>Volcanic | coarse basalt | Baffin Island | Adams Sound | basalt,10
16522,IEDAI0064,IEDAI | BAD5/5 | | depth 131-136 CMBS | Paleoenvironmental reconstruction,11
18213,NHB005TUI,NMNH 113171-8 (PET) | | Rock>Metamorphic | Pipe 200 | Eclogite,10
9958,GEE0000BU,GEE | nw210a | Oriented Core | Rock>Igneous>Plutonic | rock | N side of NW spur on Neuburg Peak | nw210 | Gabbronorite,10
7735,NEON078CT,"NEO | [ 995853 ] | Specimen | Individual Sample | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Genomic extract from the leg of a pinned carabid voucher collected in a pitfall trap deployed for approximatately 2 weeks as per the NEON carabid sampling protocol. Used for barcoding and archived at -80 degrees C. | Discoderus beauvoisii (Dejean, 1829)",7
7878,ODP028ODE,"ODP | Sample 146-892D-1X-1 (9-12 cm.) | Individual Sample | From Squeezecake; Code IXRD to XRD;  Janus sample_id: 193566 | ODP Leg 146 | platform: Ship, Joides Resolution",12
1707,NEON00I6T,NEO | DCFS_003.W.20180918.IB.01 [ 286376 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Subsample of adult non-Carabid or larval invertebrates collected as bycatch from a beetle trap | Invertebrate Bycatch,7
254,IECJCH752,IECJC | AZ_G528-MG_GC2-66cm | Liquid | | collection: Tension Lysimeter. SoilMoisture suction cups lysimeter; Tesion Sampler  | 33 | mL | Soil solution | Sampled by: Nate Abramson; Notes: ; FI and SUVA analysis: No 1x UV File KL | Mountain | Santa Catalina Mountains | Marshall Gulch | Granite Convergent Lysimeter 2 | Catalina-Jemez Critical Zone Observatory (CZO),3
18349,GRO000059,GRO | 11FRA07 | | Chilcotin River | near Farwell Canyon Road | Liquid>aqueous,3
5859,IEBEG0EFQ,IEBEG | R40600 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well_ API number 422470053000. | depth 2500-5600 Ft. | Oil or gas exploration,10
1302,WHO00001T,WHO | KN210-05-46 | Rock>Igneous>Volcanic>Mafic | Dredge | 31.6 | kg | 31.6 kfresh g fresh glassy pillow basalt | Ridge | Mid-Atlantic Ridge | E side of neovolcanic zone | KN210-05 | platform: Ship_ Knorr | launch: Not Applicable_ 6 | Not Applicable,10
15171,NHB007JV9,NHB | NMNH 118022-4 (PET) | | Rock>Igneous | Huntington Lake  |  Clinopyroxenite,10
7672,PRR050505,PRR | PRR-50505 | | 80 | g | Rock>Sedimentary | [Black calcite_ acicular crystals [precipatate; erratic] | Elephant Moraine | Carbonate,10
11315,NHB007XKB,NHB | NMNH 118231-266 (PET) | | Rock>Sedimentary | Decaturville Dome_ Mo near pegmatite outcrop | Breccia,10
17385,NHB003XPK,NHB | NMNH 51519 (PET) | Grains matte | | Mine | Elgin S Works Mine ,8
3930,ODP010NLE,"ODP | Core 160-967B-14H | Core | collection: Coring. H: The APC is a hydraullically actuated piston corer designed to recover undisturbed core samples from soft sediments.  It is designed to be delivered through the drill string to the sediment to be cored whether at the sea floor or hundreds of meters below it | ODP Leg 160 | platform: Ship, Joides Resolution",12
8868,MGD0006GL,MGD | nbp100507_17 | | geologicage: Not Applicable | Sea | Antarctica:AmundsenSea | NBP1005 | platform: Ship_ Nathaniel B. Palmer,3
933,IENWUC063,IENWU | 20160524-SMP1B-SO-Chem3_10_14in | Core Section | collection: Manual. hand sampled sections of soil cores; dry iced immediately | 10 | g | Soil core section at 10-14in | depth 10-14 in | Prairie | Gensburg-Markham-Prairie | Pristine Prairie | Soil characterization,13
5584,ODP01K6YJ,"ODP | SubSection 174-1073A-15H-6-3C (96-150 cm.) | Core Sub-Piece | Core | ODP Leg 174 | platform: Ship, Joides Resolution",11
18830,ODP02L2WK,"ODP | Sample 171-1051A-45X-6 (78-79 cm.) | Individual Sample | Janus sample_id: 30287 | ODP Leg 171 | platform: Ship, Joides Resolution",11
19635,IEACM015H,IEACM | WWS-0336 | | ULM2.  | Wetwang | Tooth,1
2009,NEON01CF1,NEO | SERC.20191001.R3315.F [ 460597 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Fecal sample collected from a small mammal for physiological analyses | Peromyscus leucopus (Rafinesque_ 1818),7
7879,IEBEG1L6R,IEBEG | R23703 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 1000-6676 Ft. | Oil or gas exploration,10
6063,ODP01PW7M,ODP | SubSection 303-1304B-9H-1-1C (0-150 cm.) | Core Sub-Piece | Core | IODP / DSDP,11
2874,NEON033MB,NEO | SCBI_047-M-39-39-20190402-GA4 [ 782405 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Interchangeable soil subsample 4 for microbial sequencing analyses | Soil Microbe,13
14530,IEDAI0048,IEDAI | BAD2-41 grounded | | depth 883-893 CMBS | Paleoenvironmental reconstruction,11
1037,WDC0000KY,WDC | WCC13-22 | Other | 2.2MG/L AT 1M_ 2.2MG/L AT 10M DEPTH_ 2.3MG/L AT 15M_ 4.4MG/L AT 20M DEPTH_ 2.1MG/L AT 25M. | Original archive closed and sample discarded_ Index to Marine and Lacustrine Geological Samples record imlgs0000097 | WCC13 | platform: Ship_ Ferrel,9
2704,NEON00X59,NEO | BART_018.W.20150603.PLECIN.01 [ 258810 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Subsample of herptiles collected as bycatch from a beetle trap | PLECIN (Green_ 1818),7
17728,ODP025V9V,"ODP | Sample 138-847C-3H-3 (27-28 cm.) | Individual Sample | Janus sample_id: 1526856 | ODP Leg 138 | platform: Ship, Joides Resolution",11
7716,ODP027U8D,"ODP | Sample 145-883B-60X-3 (8-10 cm.) | Individual Sample | Janus sample_id: 1314194 | ODP Leg 145 | platform: Ship, Joides Resolution",11
9125,ARF0008IL,ARF | DF79 012 PC 0135.5-0136 cm | Core Sub-Piece | 1 | cc | depth 135.5-136 cm | d`Urville Sea_ South Pacific | Deep Freeze 79,12
8496,IEBEG0Q0T,IEBEG | R19109 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 0-1148 Ft. | Oil or gas exploration,6
17916,NHB003NLT,NHB | NMNH S412-00 (MIN) | | Mineral>Other | Unknown | Magnesium,0
11899,RWM0001BJ,RWM | TT013-PC72_1156 | | Ocean | Pacific Ocean | Carbonate | TT013 | platform: Ship_ Thomas Thompson,12
13339,NHB004SI6,NHB | NMNH 91511-17 (PET) | Rock>Ore | Zinc ore | Individual Sample  |  (near_ Platt Lease),10
14961,IECUR009P,IECUR | 182485Z | Rock Powder | Rock>Sedimentary>Siliciclastic | Zircon separate.,5
18212,ODP02DC8Q,"ODP | Sample 160-963A-8H-6 (12-14 cm.) | Individual Sample | Janus sample_id: 170268 | ODP Leg 160 | platform: Ship, Joides Resolution",11
14395,NHB001EZ4,NHB | NMNH 153917-00 (MIN) | | Mineral>Copper  |  Copper with malachite and goethite,5
10662,ODP0127UR,"ODP | SubSection 18-178*-1R-5-1C (0-0 cm.) | Core Sub-Piece | Core | DSDP Leg 18 | platform: Ship, Glomar Challenger",11
11396,ODP013E3W,"ODP | Section Half 30-289*-58R-0-A | Core Section Half | DSDP Leg 30 | platform: Ship, Glomar Challenger",11
9668,ODP02JC3A,"ODP | Sample 167-1012B-8H-1 (79-150 cm.) | Individual Sample | archive;  Janus sample_id: 1247428 | ODP Leg 167 | platform: Ship, Joides Resolution",11
8604,IEBEG1MQ4,IEBEG | V06526 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 0-2485 Ft. | Oil or gas exploration,6
8626,IEBEG1DWA,IEBEG | V18313 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 0-4490 Ft. | Oil or gas exploration,6
1540,NEON00QIK,NEO | OSBS_002.20180412.IB.01 [ 279591 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Subsample of adult non-Carabid or larval invertebrates collected as bycatch and sent to archive facility | Invertebrate Bycatch,7
11682,IERVTL18V,IERVT | 408 | | depth 104.18-109.18 cm | floodplain_ aquifer | SLAC-SFA | 2018 inundation tracer tests,3
2697,NEON02WTM,NEO | PRLA.20180911.SCHINDLER.3.DNA [ 775438 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Subsample of a zooplankton sample sent to facility for genetic barcoding | Zooplankton,7
2286,NEON004ZX,NEO | MOS.D05.000612; STEI_037.20180809.1634 [ 288202 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | List of individual mosquitoes preserved as vouchers | Anopheles punctipennis (Say_ 1823),7
19681,HRV0003T7,HRV | 81267 | | Mineral>Manganostibite |   ,5
12973,IEACM01FC,IEACM | ODC_Sk576_E | | Enamel. Human_ lower left m2 | Winchester (GE loc for Winch.) | Tooth,1
8349,ARF00090D,ARF | DF79 013 PC 0482.5-0482.8 cm | Core Sub-Piece | 1 | cc | depth 482.5-482.8 cm | d`Urville Sea_ South Pacific | Deep Freeze 79,12
19514,IEASH01T1,IEASH | 2309-P | | Ash sample | Biogeochemistry,7
17441,NHB003GHJ,NMNH R10318-00 (MIN) | | Mineral>Volborthite  |  Leeds | Volborthite,5
8517,IEBEG1KXM,IEBEG | R24107 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 0-3575 Ft. | Oil or gas exploration,6
8196,IEBEG0VUS,IEBEG | R38844 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 400-9340 Ft. | Oil or gas exploration,10
8753,IEBEG1CUF,IEBEG | R47643 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 0-550 Ft. | Oil or gas exploration,6
6369,IELND00B8,IELND | 2015_XRF_survey69 | Other | collection: In-situ. Sample analyzed in-situ by portable X-ray fluorescence | in-situ surface soil sample | Soil survey,14
18883,ODP030FR8,"ODP | Sample 202-1240D-3H-5 (64-66 cm.) | Individual Sample | from middle;  Janus sample_id: 1535848 | ODP Leg 202 | platform: Ship, Joides Resolution",11
11887,ODP01XC7H,"ODP | Sample 116-717C-25X-4 (34-36 cm.) | Individual Sample | Janus sample_id: 1406822 | ODP Leg 116 | platform: Ship, Joides Resolution",11
14023,ODP021BJG,"ODP | Sample 126-793B-12R-2 (5-6 cm.) | Individual Sample | Janus sample_id: 403219 | ODP Leg 126 | platform: Ship, Joides Resolution",11
12628,PRR008315,PRR-8315 | | Rock>Igneous | Gabbro_ 12 inches inside contact | Mt. Lechner | Abele Spur | Gabbro,10
6268,NEON058KP,NEO | [ 878166 ] | Specimen | Individual Sample | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Vial of mosquitoes sent for pathogen analysis,7
1333,IEAWC009L,IEAWC | 327 | Core | 0-5 | cm | Wetland | Surficial core | Field Survey | 16S analysis,13
19292,IEACM0053,BIP-SK020d | | dentine. P2 | Teagling Angus | Tooth,1
13676,ODP02RG12,"ODP | Sample 182-1127B-25X-2 (100-101 cm.) | Individual Sample | Janus sample_id: 148697 | ODP Leg 182 | platform: Ship, Joides Resolution",11
10056,IEACM00PO,IEACM | KL 20151E | | PM 2nd mand R.  | St Mary Spital | Tooth | Sr-Pb-O isotope analysis of archaeological material.,1
19402,NHB003UP0,NMNH 35264 (PET) | | Other>Igneous | Volcanic dust,9
1984,GMY000098,GMY | TN182_56_001A | | 1 | kg | Rock>Igneous>Volcanic>Intermediate | fresh lava | agenumeric: 0-10 Ma | eroded volcanic peak | Arrowhead | eroded volcanic peak | West of Gareloi Island | lava | TN182 | platform: Ship_ Thompson,10
10645,NHB007NDH,NMNH 116066-682 (PET) | | Rock>Igneous | Volcano | Barva-PoÃ¡s | Tephra | Costa Rican Volcanic Explosion Project,11
2435,NEON016T0,NEO | BART.20190809.R6095.E [ 462287 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Ear punch sample collected from a small mammal for DNA barcoding | Napaeozapus insignis (Miller_ 1891),7
9529,NHB006MUP,NHB | NMNH 116568-147 (PET) | | Rock>Metamorphic  |  Foundation Of Henderson Home Between Valley Spring & Cherokee | Gneiss,10
15579,ODP01QK4H,"ODP | Sample 30-288A-27R-2 (134-137 cm.) | Individual Sample | Janus sample_id: 1561347 | DSDP Leg 30 | platform: Ship, Glomar Challenger",11
15327,ODP02HWEZ,"ODP | Sample 165-1002C-1H-3 (15-16 cm.) | Individual Sample | Janus sample_id: 76451 | ODP Leg 165 | platform: Ship, Joides Resolution",11
